Date,Type,Total_Sales,Forecast,Forecast_Lower,Forecast_Upper,Transaction_Count,Total_Quantity
2015-03-30,Actual,571.224,571.224,571.224,571.224,2.0,14.0
2015-03-31,Actual,200.716,200.716,200.716,200.716,2.0,11.0
2015-04-02,Actual,299.22,299.22,299.22,299.22,4.0,23.0
2015-04-04,Actual,1484.598,1484.598,1484.598,1484.598,2.0,20.0
2015-04-05,Actual,2974.058,2974.058,2974.058,2974.058,5.0,56.0
2015-04-06,Actual,140.004,140.004,140.004,140.004,2.0,25.0
2015-04-07,Actual,907.436,907.436,907.436,907.436,3.0,23.0
2015-04-09,Actual,757.992,757.992,757.992,757.992,3.0,9.0
2015-04-10,Actual,169.54199999999997,169.54199999999997,169.54199999999997,169.54199999999997,2.0,9.0
2015-04-11,Actual,1328.346,1328.346,1328.346,1328.346,3.0,20.0
2015-04-12,Actual,40.74,40.74,40.74,40.74,1.0,3.0
2015-04-13,Actual,3192.6780000000003,3192.6780000000003,3192.6780000000003,3192.6780000000003,8.0,40.0
2015-04-14,Actual,35.208,35.208,35.208,35.208,1.0,1.0
2015-04-16,Actual,4161.972,4161.972,4161.972,4161.972,5.0,54.0
2015-04-17,Actual,2745.106,2745.106,2745.106,2745.106,2.0,34.0
2015-04-18,Actual,2006.96,2006.96,2006.96,2006.96,6.0,57.0
2015-04-19,Actual,329.96,329.96,329.96,329.96,1.0,6.0
2015-04-20,Actual,1194.726,1194.726,1194.726,1194.726,3.0,16.0
2015-04-21,Actual,893.0899999999999,893.0899999999999,893.0899999999999,893.0899999999999,1.0,13.0
2015-04-22,Actual,152.916,152.916,152.916,152.916,1.0,6.0
2015-04-24,Actual,25.99,25.99,25.99,25.99,1.0,1.0
2015-04-25,Actual,920.946,920.946,920.946,920.946,5.0,23.0
2015-04-26,Actual,2090.1055,2090.1055,2090.1055,2090.1055,4.0,27.0
2015-04-27,Actual,2719.59,2719.59,2719.59,2719.59,2.0,21.0
2015-04-28,Actual,4044.362,4044.362,4044.362,4044.362,2.0,14.0
2015-04-29,Actual,7.968,7.968,7.968,7.968,1.0,2.0
2015-04-30,Actual,1571.695,1571.695,1571.695,1571.695,4.0,40.0
2015-05-01,Actual,450.94,450.94,450.94,450.94,3.0,21.0
2015-05-02,Actual,167.232,167.232,167.232,167.232,1.0,6.0
2015-05-03,Actual,2198.76,2198.76,2198.76,2198.76,4.0,45.0
2015-05-04,Actual,1121.362,1121.362,1121.362,1121.362,4.0,23.0
2015-05-07,Actual,305.622,305.622,305.622,305.622,2.0,8.0
2015-05-08,Actual,3981.968,3981.968,3981.968,3981.968,5.0,36.0
2015-05-09,Actual,48.81,48.81,48.81,48.81,1.0,3.0
2015-05-10,Actual,154.442,154.442,154.442,154.442,2.0,11.0
2015-05-11,Actual,191.968,191.968,191.968,191.968,1.0,7.0
2015-05-12,Actual,1060.35,1060.35,1060.35,1060.35,5.0,34.0
2015-05-13,Actual,238.384,238.384,238.384,238.384,1.0,6.0
2015-05-14,Actual,3141.1995,3141.1995,3141.1995,3141.1995,3.0,46.0
2015-05-15,Actual,69.908,69.908,69.908,69.908,2.0,5.0
2015-05-16,Actual,255.968,255.968,255.968,255.968,1.0,4.0
2015-05-17,Actual,134.46800000000002,134.46800000000002,134.46800000000002,134.46800000000002,2.0,22.0
2015-05-18,Actual,10.86,10.86,10.86,10.86,1.0,2.0
2015-05-20,Actual,169.54399999999998,169.54399999999998,169.54399999999998,169.54399999999998,1.0,8.0
2015-05-21,Actual,72.332,72.332,72.332,72.332,3.0,14.0
2015-05-22,Actual,3862.098,3862.098,3862.098,3862.098,1.0,22.0
2015-05-23,Actual,1304.956,1304.956,1304.956,1304.956,4.0,31.0
2015-05-24,Actual,610.3069999999999,610.3069999999999,610.3069999999999,610.3069999999999,1.0,13.0
2015-05-25,Actual,1739.418,1739.418,1739.418,1739.418,5.0,36.0
2015-05-26,Actual,982.564,982.564,982.564,982.564,3.0,23.0
2015-05-28,Actual,794.146,794.146,794.146,794.146,4.0,30.0
2015-05-29,Actual,1204.842,1204.842,1204.842,1204.842,4.0,31.0
2015-05-30,Actual,681.1,681.1,681.1,681.1,2.0,12.0
2015-05-31,Actual,5178.138,5178.138,5178.138,5178.138,8.0,76.0
2015-06-01,Actual,834.1980000000001,834.1980000000001,834.1980000000001,834.1980000000001,3.0,37.0
2015-06-04,Actual,1192.31,1192.31,1192.31,1192.31,3.0,16.0
2015-06-05,Actual,1533.198,1533.198,1533.198,1533.198,2.0,11.0
2015-06-07,Actual,59.768,59.768,59.768,59.768,2.0,17.0
2015-06-08,Actual,1083.112,1083.112,1083.112,1083.112,2.0,40.0
2015-06-09,Actual,797.116,797.116,797.116,797.116,4.0,25.0
2015-06-11,Actual,3373.5640000000003,3373.5640000000003,3373.5640000000003,3373.5640000000003,2.0,47.0
2015-06-12,Actual,174.476,174.476,174.476,174.476,4.0,15.0
2015-06-13,Actual,1128.898,1128.898,1128.898,1128.898,5.0,28.0
2015-06-14,Actual,51.072,51.072,51.072,51.072,1.0,6.0
2015-06-15,Actual,734.144,734.144,734.144,734.144,3.0,18.0
2015-06-16,Actual,3443.904,3443.904,3443.904,3443.904,3.0,15.0
2015-06-18,Actual,1883.087,1883.087,1883.087,1883.087,5.0,46.0
2015-06-19,Actual,446.346,446.346,446.346,446.346,4.0,15.0
2015-06-20,Actual,829.544,829.544,829.544,829.544,3.0,18.0
2015-06-21,Actual,107.976,107.976,107.976,107.976,1.0,3.0
2015-06-22,Actual,2018.953,2018.953,2018.953,2018.953,3.0,13.0
2015-06-23,Actual,836.9580000000001,836.9580000000001,836.9580000000001,836.9580000000001,3.0,19.0
2015-06-25,Actual,857.08,857.08,857.08,857.08,4.0,37.0
2015-06-26,Actual,1592.196,1592.196,1592.196,1592.196,4.0,30.0
2015-06-28,Actual,1386.466,1386.466,1386.466,1386.466,3.0,22.0
2015-06-29,Actual,432.926,432.926,432.926,432.926,4.0,8.0
2015-07-02,Actual,1631.902,1631.902,1631.902,1631.902,5.0,46.0
2015-07-03,Actual,823.982,823.982,823.982,823.982,2.0,17.0
2015-07-04,Actual,1138.288,1138.288,1138.288,1138.288,3.0,9.0
2015-07-05,Actual,121.646,121.646,121.646,121.646,4.0,23.0
2015-07-06,Actual,1379.812,1379.812,1379.812,1379.812,4.0,24.0
2015-07-08,Actual,21.12,21.12,21.12,21.12,1.0,5.0
2015-07-09,Actual,1587.114,1587.114,1587.114,1587.114,5.0,54.0
2015-07-10,Actual,43.286,43.286,43.286,43.286,2.0,5.0
2015-07-11,Actual,1941.952,1941.952,1941.952,1941.952,3.0,52.0
2015-07-12,Actual,2052.567,2052.567,2052.567,2052.567,2.0,32.0
2015-07-13,Actual,2033.256,2033.256,2033.256,2033.256,3.0,25.0
2015-07-14,Actual,860.9159999999999,860.9159999999999,860.9159999999999,860.9159999999999,1.0,15.0
2015-07-16,Actual,3029.386,3029.386,3029.386,3029.386,3.0,36.0
2015-07-17,Actual,448.082,448.082,448.082,448.082,3.0,14.0
2015-07-18,Actual,672.418,672.418,672.418,672.418,3.0,10.0
2015-07-19,Actual,2.025,2.025,2.025,2.025,1.0,1.0
2015-07-20,Actual,2693.168,2693.168,2693.168,2693.168,2.0,41.0
2015-07-23,Actual,208.272,208.272,208.272,208.272,2.0,9.0
2015-07-24,Actual,525.95,525.95,525.95,525.95,1.0,32.0
2015-07-25,Actual,2395.024,2395.024,2395.024,2395.024,4.0,31.0
2015-07-26,Actual,969.225,969.225,969.225,969.225,5.0,24.0
2015-07-27,Actual,29.97,29.97,29.97,29.97,1.0,3.0
2015-07-30,Actual,443.802,443.802,443.802,443.802,3.0,23.0
2015-07-31,Actual,3712.162,3712.162,3712.162,3712.162,3.0,26.0
2015-08-01,Actual,1011.696,1011.696,1011.696,1011.696,1.0,10.0
2015-08-02,Actual,1290.478,1290.478,1290.478,1290.478,3.0,16.0
2015-08-05,Actual,72.65,72.65,72.65,72.65,1.0,16.0
2015-08-06,Actual,494.8692,494.8692,494.8692,494.8692,2.0,16.0
2015-08-07,Actual,968.206,968.206,968.206,968.206,6.0,35.0
2015-08-08,Actual,840.102,840.102,840.102,840.102,3.0,17.0
2015-08-09,Actual,4878.392000000001,4878.392000000001,4878.392000000001,4878.392000000001,5.0,55.0
2015-08-10,Actual,851.4739999999999,851.4739999999999,851.4739999999999,851.4739999999999,3.0,28.0
2015-08-11,Actual,196.112,196.112,196.112,196.112,2.0,7.0
2015-08-13,Actual,586.896,586.896,586.896,586.896,6.0,25.0
2015-08-15,Actual,497.59,497.59,497.59,497.59,2.0,12.0
2015-08-16,Actual,3378.932,3378.932,3378.932,3378.932,3.0,46.0
2015-08-17,Actual,381.64,381.64,381.64,381.64,2.0,25.0
2015-08-21,Actual,2827.52,2827.52,2827.52,2827.52,5.0,55.0
2015-08-22,Actual,66.632,66.632,66.632,66.632,2.0,10.0
2015-08-23,Actual,1202.278,1202.278,1202.278,1202.278,2.0,46.0
2015-08-24,Actual,7194.775000000001,7194.775000000001,7194.775000000001,7194.775000000001,6.0,62.0
2015-08-25,Actual,178.52599999999998,178.52599999999998,178.52599999999998,178.52599999999998,2.0,13.0
2015-08-27,Actual,639.9739999999999,639.9739999999999,639.9739999999999,639.9739999999999,3.0,13.0
2015-08-28,Actual,6491.293,6491.293,6491.293,6491.293,4.0,48.0
2015-08-29,Actual,246.5,246.5,246.5,246.5,1.0,9.0
2015-08-31,Actual,2601.797,2601.797,2601.797,2601.797,4.0,34.0
2015-09-01,Actual,2367.564,2367.564,2367.564,2367.564,2.0,21.0
2015-09-03,Actual,1874.898,1874.898,1874.898,1874.898,8.0,40.0
2015-09-04,Actual,1071.284,1071.284,1071.284,1071.284,4.0,23.0
2015-09-05,Actual,934.103,934.103,934.103,934.103,4.0,39.0
2015-09-06,Actual,1005.654,1005.654,1005.654,1005.654,8.0,30.0
2015-09-07,Actual,2922.667,2922.667,2922.667,2922.667,7.0,51.0
2015-09-08,Actual,89.64,89.64,89.64,89.64,2.0,19.0
2015-09-10,Actual,1415.726,1415.726,1415.726,1415.726,7.0,35.0
2015-09-11,Actual,1962.13,1962.13,1962.13,1962.13,5.0,52.0
2015-09-12,Actual,707.824,707.824,707.824,707.824,3.0,21.0
2015-09-13,Actual,3445.772,3445.772,3445.772,3445.772,6.0,54.0
2015-09-14,Actual,3262.42,3262.42,3262.42,3262.42,5.0,33.0
2015-09-15,Actual,2535.85,2535.85,2535.85,2535.85,5.0,44.0
2015-09-16,Actual,31.12,31.12,31.12,31.12,1.0,4.0
2015-09-17,Actual,11525.006,11525.006,11525.006,11525.006,7.0,86.0
2015-09-18,Actual,3924.32,3924.32,3924.32,3924.32,6.0,62.0
2015-09-19,Actual,500.38,500.38,500.38,500.38,6.0,30.0
2015-09-20,Actual,1836.052,1836.052,1836.052,1836.052,5.0,37.0
2015-09-21,Actual,6982.058,6982.058,6982.058,6982.058,7.0,75.0
2015-09-22,Actual,1783.504,1783.504,1783.504,1783.504,5.0,33.0
2015-09-24,Actual,4220.594,4220.594,4220.594,4220.594,10.0,70.0
2015-09-25,Actual,3033.757,3033.757,3033.757,3033.757,11.0,59.0
2015-09-26,Actual,3722.273,3722.273,3722.273,3722.273,7.0,93.0
2015-09-27,Actual,2382.958,2382.958,2382.958,2382.958,5.0,42.0
2015-09-28,Actual,1058.364,1058.364,1058.364,1058.364,4.0,33.0
2015-10-01,Actual,1158.414,1158.414,1158.414,1158.414,4.0,21.0
2015-10-02,Actual,1269.266,1269.266,1269.266,1269.266,9.0,62.0
2015-10-03,Actual,275.218,275.218,275.218,275.218,3.0,14.0
2015-10-04,Actual,505.58,505.58,505.58,505.58,3.0,12.0
2015-10-05,Actual,851.092,851.092,851.092,851.092,5.0,23.0
2015-10-08,Actual,222.12,222.12,222.12,222.12,3.0,10.0
2015-10-09,Actual,2133.5350000000003,2133.5350000000003,2133.5350000000003,2133.5350000000003,5.0,48.0
2015-10-10,Actual,2248.194,2248.194,2248.194,2248.194,4.0,22.0
2015-10-11,Actual,1011.8955,1011.8955,1011.8955,1011.8955,2.0,8.0
2015-10-12,Actual,2390.758,2390.758,2390.758,2390.758,4.0,40.0
2015-10-13,Actual,371.66,371.66,371.66,371.66,1.0,10.0
2015-10-15,Actual,3219.554,3219.554,3219.554,3219.554,5.0,33.0
2015-10-16,Actual,824.97,824.97,824.97,824.97,1.0,3.0
2015-10-17,Actual,77.88,77.88,77.88,77.88,1.0,2.0
2015-10-18,Actual,378.494,378.494,378.494,378.494,2.0,17.0
2015-10-19,Actual,2135.09,2135.09,2135.09,2135.09,4.0,23.0
2015-10-20,Actual,720.086,720.086,720.086,720.086,3.0,21.0
2015-10-22,Actual,15.128,15.128,15.128,15.128,2.0,5.0
2015-10-23,Actual,2262.296,2262.296,2262.296,2262.296,5.0,59.0
2015-10-24,Actual,831.145,831.145,831.145,831.145,3.0,24.0
2015-10-25,Actual,1425.412,1425.412,1425.412,1425.412,4.0,24.0
2015-10-26,Actual,1395.333,1395.333,1395.333,1395.333,3.0,37.0
2015-10-28,Actual,104.51,104.51,104.51,104.51,1.0,16.0
2015-10-29,Actual,244.24,244.24,244.24,244.24,1.0,9.0
2015-10-30,Actual,2122.044,2122.044,2122.044,2122.044,4.0,21.0
2015-10-31,Actual,3211.009,3211.009,3211.009,3211.009,5.0,67.0
2015-11-01,Actual,3106.106,3106.106,3106.106,3106.106,7.0,35.0
2015-11-02,Actual,5528.551,5528.551,5528.551,5528.551,7.0,59.0
2015-11-03,Actual,2800.846,2800.846,2800.846,2800.846,3.0,25.0
2015-11-05,Actual,834.874,834.874,834.874,834.874,7.0,33.0
2015-11-06,Actual,11.481,11.481,11.481,11.481,1.0,6.0
2015-11-07,Actual,3073.073,3073.073,3073.073,3073.073,7.0,56.0
2015-11-08,Actual,12196.997,12196.997,12196.997,12196.997,11.0,113.0
2015-11-09,Actual,4620.292,4620.292,4620.292,4620.292,6.0,47.0
2015-11-10,Actual,3536.904,3536.904,3536.904,3536.904,4.0,25.0
2015-11-11,Actual,542.178,542.178,542.178,542.178,1.0,9.0
2015-11-12,Actual,1127.992,1127.992,1127.992,1127.992,4.0,37.0
2015-11-13,Actual,3591.0772,3591.0772,3591.0772,3591.0772,10.0,96.0
2015-11-14,Actual,2512.71,2512.71,2512.71,2512.71,6.0,40.0
2015-11-15,Actual,702.17,702.17,702.17,702.17,4.0,47.0
2015-11-16,Actual,4072.334,4072.334,4072.334,4072.334,5.0,45.0
2015-11-17,Actual,3885.986,3885.986,3885.986,3885.986,3.0,47.0
2015-11-19,Actual,1040.784,1040.784,1040.784,1040.784,3.0,12.0
2015-11-20,Actual,2861.15,2861.15,2861.15,2861.15,13.0,102.0
2015-11-21,Actual,3613.5748,3613.5748,3613.5748,3613.5748,8.0,78.0
2015-11-22,Actual,614.499,614.499,614.499,614.499,9.0,52.0
2015-11-23,Actual,3450.188,3450.188,3450.188,3450.188,3.0,39.0
2015-11-24,Actual,1218.764,1218.764,1218.764,1218.764,3.0,49.0
2015-11-25,Actual,13.12,13.12,13.12,13.12,1.0,5.0
2015-11-26,Actual,1484.082,1484.082,1484.082,1484.082,3.0,27.0
2015-11-27,Actual,3109.7835,3109.7835,3109.7835,3109.7835,8.0,60.0
2015-11-28,Actual,1864.482,1864.482,1864.482,1864.482,8.0,58.0
2015-11-29,Actual,2760.168,2760.168,2760.168,2760.168,5.0,43.0
2015-11-30,Actual,1798.3970000000002,1798.3970000000002,1798.3970000000002,1798.3970000000002,8.0,65.0
2015-12-01,Actual,7130.594,7130.594,7130.594,7130.594,7.0,62.0
2015-12-03,Actual,1972.645,1972.645,1972.645,1972.645,7.0,41.0
2015-12-04,Actual,5185.814,5185.814,5185.814,5185.814,7.0,72.0
2015-12-05,Actual,897.322,897.322,897.322,897.322,8.0,38.0
2015-12-06,Actual,6061.502,6061.502,6061.502,6061.502,12.0,110.0
2015-12-07,Actual,1338.298,1338.298,1338.298,1338.298,5.0,29.0
2015-12-08,Actual,2672.728,2672.728,2672.728,2672.728,4.0,31.0
2015-12-09,Actual,34.02,34.02,34.02,34.02,1.0,3.0
2015-12-10,Actual,3080.38,3080.38,3080.38,3080.38,8.0,70.0
2015-12-11,Actual,1590.894,1590.894,1590.894,1590.894,7.0,71.0
2015-12-12,Actual,1448.854,1448.854,1448.854,1448.854,8.0,47.0
2015-12-13,Actual,1023.386,1023.386,1023.386,1023.386,4.0,27.0
2015-12-14,Actual,858.304,858.304,858.304,858.304,8.0,28.0
2015-12-15,Actual,5494.796,5494.796,5494.796,5494.796,4.0,37.0
2015-12-16,Actual,4.98,4.98,4.98,4.98,1.0,1.0
2015-12-17,Actual,1918.492,1918.492,1918.492,1918.492,3.0,43.0
2015-12-18,Actual,935.288,935.288,935.288,935.288,5.0,37.0
2015-12-19,Actual,6120.656,6120.656,6120.656,6120.656,7.0,52.0
2015-12-20,Actual,1107.464,1107.464,1107.464,1107.464,8.0,28.0
2015-12-21,Actual,3257.76,3257.76,3257.76,3257.76,6.0,49.0
2015-12-22,Actual,473.313,473.313,473.313,473.313,2.0,13.0
2015-12-23,Actual,194.32,194.32,194.32,194.32,1.0,4.0
2015-12-24,Actual,7484.566000000001,7484.566000000001,7484.566000000001,7484.566000000001,7.0,80.0
2015-12-25,Actual,4204.968,4204.968,4204.968,4204.968,8.0,47.0
2015-12-26,Actual,561.486,561.486,561.486,561.486,4.0,15.0
2015-12-27,Actual,5148.4472,5148.4472,5148.4472,5148.4472,10.0,95.0
2015-12-28,Actual,79.2,79.2,79.2,79.2,2.0,4.0
2015-12-29,Actual,6.36,6.36,6.36,6.36,1.0,2.0
2015-12-30,Actual,3251.34,3251.34,3251.34,3251.34,1.0,18.0
2015-12-31,Actual,1381.344,1381.344,1381.344,1381.344,5.0,49.0
2016-01-02,Actual,405.92,405.92,405.92,405.92,1.0,5.0
2016-01-03,Actual,2095.83,2095.83,2095.83,2095.83,3.0,21.0
2016-01-04,Actual,1069.22,1069.22,1069.22,1069.22,2.0,11.0
2016-01-05,Actual,255.904,255.904,255.904,255.904,1.0,10.0
2016-01-07,Actual,83.576,83.576,83.576,83.576,2.0,9.0
2016-01-08,Actual,1859.158,1859.158,1859.158,1859.158,2.0,25.0
2016-01-09,Actual,743.0459999999999,743.0459999999999,743.0459999999999,743.0459999999999,2.0,16.0
2016-01-10,Actual,174.75,174.75,174.75,174.75,2.0,11.0
2016-01-11,Actual,149.444,149.444,149.444,149.444,2.0,22.0
2016-01-14,Actual,405.344,405.344,405.344,405.344,1.0,10.0
2016-01-15,Actual,701.923,701.923,701.923,701.923,4.0,26.0
2016-01-16,Actual,102.218,102.218,102.218,102.218,1.0,5.0
2016-01-17,Actual,1040.55,1040.55,1040.55,1040.55,2.0,11.0
2016-01-21,Actual,1167.056,1167.056,1167.056,1167.056,1.0,9.0
2016-01-22,Actual,917.63,917.63,917.63,917.63,7.0,48.0
2016-01-23,Actual,1732.3,1732.3,1732.3,1732.3,2.0,28.0
2016-01-24,Actual,31.36,31.36,31.36,31.36,1.0,4.0
2016-01-25,Actual,858.712,858.712,858.712,858.712,2.0,24.0
2016-01-28,Actual,39.68,39.68,39.68,39.68,1.0,2.0
2016-01-30,Actual,3107.316,3107.316,3107.316,3107.316,5.0,41.0
2016-01-31,Actual,1601.554,1601.554,1601.554,1601.554,4.0,20.0
2016-02-01,Actual,161.97,161.97,161.97,161.97,2.0,9.0
2016-02-02,Actual,8996.784,8996.784,8996.784,8996.784,3.0,24.0
2016-02-03,Actual,866.4,866.4,866.4,866.4,1.0,4.0
2016-02-04,Actual,197.868,197.868,197.868,197.868,3.0,6.0
2016-02-05,Actual,2994.476,2994.476,2994.476,2994.476,2.0,55.0
2016-02-06,Actual,132.224,132.224,132.224,132.224,1.0,4.0
2016-02-07,Actual,762.142,762.142,762.142,762.142,3.0,14.0
2016-02-08,Actual,1369.476,1369.476,1369.476,1369.476,2.0,7.0
2016-02-09,Actual,121.83,121.83,121.83,121.83,1.0,5.0
2016-02-11,Actual,69.93,69.93,69.93,69.93,1.0,7.0
2016-02-12,Actual,1366.04,1366.04,1366.04,1366.04,1.0,10.0
2016-02-13,Actual,146.82,146.82,146.82,146.82,1.0,3.0
2016-02-14,Actual,837.921,837.921,837.921,837.921,2.0,20.0
2016-02-15,Actual,407.072,407.072,407.072,407.072,1.0,7.0
2016-02-16,Actual,1135.638,1135.638,1135.638,1135.638,4.0,27.0
2016-02-19,Actual,392.66,392.66,392.66,392.66,3.0,13.0
2016-02-20,Actual,16.496,16.496,16.496,16.496,1.0,2.0
2016-02-21,Actual,1524.126,1524.126,1524.126,1524.126,4.0,42.0
2016-02-22,Actual,983.17,983.17,983.17,983.17,2.0,18.0
2016-02-23,Actual,57.576,57.576,57.576,57.576,1.0,3.0
2016-02-25,Actual,46.72,46.72,46.72,46.72,1.0,5.0
2016-02-27,Actual,243.892,243.892,243.892,243.892,3.0,8.0
2016-02-28,Actual,36.48,36.48,36.48,36.48,1.0,6.0
2016-02-29,Actual,111.104,111.104,111.104,111.104,1.0,7.0
2016-03-01,Actual,6285.8060000000005,6285.8060000000005,6285.8060000000005,6285.8060000000005,2.0,20.0
2016-03-03,Actual,7264.422,7264.422,7264.422,7264.422,6.0,59.0
2016-03-04,Actual,315.45,315.45,315.45,315.45,4.0,10.0
2016-03-05,Actual,162.344,162.344,162.344,162.344,1.0,4.0
2016-03-06,Actual,811.303,811.303,811.303,811.303,2.0,20.0
2016-03-07,Actual,21.072,21.072,21.072,21.072,1.0,3.0
2016-03-08,Actual,2190.81,2190.81,2190.81,2190.81,6.0,54.0
2016-03-09,Actual,635.6,635.6,635.6,635.6,2.0,18.0
2016-03-10,Actual,7879.734,7879.734,7879.734,7879.734,5.0,22.0
2016-03-11,Actual,896.0219999999999,896.0219999999999,896.0219999999999,896.0219999999999,4.0,18.0
2016-03-12,Actual,1694.6419999999998,1694.6419999999998,1694.6419999999998,1694.6419999999998,4.0,24.0
2016-03-13,Actual,8866.882,8866.882,8866.882,8866.882,6.0,70.0
2016-03-14,Actual,669.3679999999999,669.3679999999999,669.3679999999999,669.3679999999999,5.0,28.0
2016-03-15,Actual,2356.808,2356.808,2356.808,2356.808,4.0,37.0
2016-03-17,Actual,2360.3340000000003,2360.3340000000003,2360.3340000000003,2360.3340000000003,4.0,21.0
2016-03-18,Actual,1061.682,1061.682,1061.682,1061.682,2.0,6.0
2016-03-19,Actual,138.68,138.68,138.68,138.68,3.0,9.0
2016-03-20,Actual,928.311,928.311,928.311,928.311,4.0,23.0
2016-03-21,Actual,645.7059999999999,645.7059999999999,645.7059999999999,645.7059999999999,2.0,13.0
2016-03-22,Actual,226.468,226.468,226.468,226.468,2.0,9.0
2016-03-24,Actual,745.774,745.774,745.774,745.774,3.0,10.0
2016-03-25,Actual,1346.97,1346.97,1346.97,1346.97,2.0,8.0
2016-03-26,Actual,682.246,682.246,682.246,682.246,3.0,19.0
2016-03-27,Actual,92.7,92.7,92.7,92.7,1.0,7.0
2016-03-28,Actual,125.3,125.3,125.3,125.3,2.0,7.0
2016-03-29,Actual,2659.339,2659.339,2659.339,2659.339,3.0,48.0
2016-03-30,Actual,11.34,11.34,11.34,11.34,1.0,1.0
2016-03-31,Actual,640.762,640.762,640.762,640.762,2.0,11.0
2016-04-01,Actual,2161.48,2161.48,2161.48,2161.48,7.0,61.0
2016-04-02,Actual,1454.9,1454.9,1454.9,1454.9,1.0,5.0
2016-04-03,Actual,441.198,441.198,441.198,441.198,3.0,20.0
2016-04-04,Actual,970.194,970.194,970.194,970.194,3.0,15.0
2016-04-05,Actual,1046.3339999999998,1046.3339999999998,1046.3339999999998,1046.3339999999998,2.0,14.0
2016-04-06,Actual,1294.75,1294.75,1294.75,1294.75,1.0,5.0
2016-04-07,Actual,1970.574,1970.574,1970.574,1970.574,5.0,16.0
2016-04-08,Actual,2906.404,2906.404,2906.404,2906.404,8.0,76.0
2016-04-09,Actual,1115.197,1115.197,1115.197,1115.197,3.0,18.0
2016-04-10,Actual,950.594,950.594,950.594,950.594,4.0,32.0
2016-04-12,Actual,1542.53,1542.53,1542.53,1542.53,4.0,34.0
2016-04-13,Actual,6.12,6.12,6.12,6.12,1.0,3.0
2016-04-14,Actual,1466.572,1466.572,1466.572,1466.572,4.0,20.0
2016-04-15,Actual,2201.856,2201.856,2201.856,2201.856,4.0,33.0
2016-04-16,Actual,9335.086,9335.086,9335.086,9335.086,4.0,31.0
2016-04-17,Actual,421.085,421.085,421.085,421.085,4.0,22.0
2016-04-18,Actual,2514.538,2514.538,2514.538,2514.538,4.0,29.0
2016-04-19,Actual,1414.132,1414.132,1414.132,1414.132,3.0,47.0
2016-04-21,Actual,271.616,271.616,271.616,271.616,3.0,31.0
2016-04-22,Actual,1765.465,1765.465,1765.465,1765.465,5.0,37.0
2016-04-23,Actual,720.368,720.368,720.368,720.368,4.0,35.0
2016-04-24,Actual,1607.1,1607.1,1607.1,1607.1,3.0,15.0
2016-04-25,Actual,108.42,108.42,108.42,108.42,1.0,7.0
2016-04-26,Actual,434.646,434.646,434.646,434.646,1.0,3.0
2016-04-28,Actual,486.672,486.672,486.672,486.672,4.0,14.0
2016-04-30,Actual,142.208,142.208,142.208,142.208,3.0,12.0
2016-05-01,Actual,517.866,517.866,517.866,517.866,2.0,13.0
2016-05-02,Actual,1098.136,1098.136,1098.136,1098.136,6.0,42.0
2016-05-03,Actual,1099.013,1099.013,1099.013,1099.013,2.0,31.0
2016-05-05,Actual,2701.28,2701.28,2701.28,2701.28,8.0,40.0
2016-05-06,Actual,236.96,236.96,236.96,236.96,4.0,20.0
2016-05-07,Actual,4835.976,4835.976,4835.976,4835.976,1.0,32.0
2016-05-08,Actual,1340.244,1340.244,1340.244,1340.244,3.0,16.0
2016-05-09,Actual,1283.512,1283.512,1283.512,1283.512,7.0,48.0
2016-05-10,Actual,763.0200000000001,763.0200000000001,763.0200000000001,763.0200000000001,3.0,6.0
2016-05-11,Actual,5.98,5.98,5.98,5.98,1.0,1.0
2016-05-12,Actual,918.878,918.878,918.878,918.878,5.0,25.0
2016-05-14,Actual,455.93,455.93,455.93,455.93,3.0,37.0
2016-05-15,Actual,648.9119999999999,648.9119999999999,648.9119999999999,648.9119999999999,4.0,26.0
2016-05-16,Actual,880.4599999999999,880.4599999999999,880.4599999999999,880.4599999999999,3.0,20.0
2016-05-17,Actual,346.922,346.922,346.922,346.922,3.0,36.0
2016-05-18,Actual,122.22,122.22,122.22,122.22,1.0,6.0
2016-05-19,Actual,1582.008,1582.008,1582.008,1582.008,5.0,42.0
2016-05-20,Actual,2471.913,2471.913,2471.913,2471.913,4.0,23.0
2016-05-21,Actual,2718.2140000000004,2718.2140000000004,2718.2140000000004,2718.2140000000004,5.0,31.0
2016-05-22,Actual,1799.2,1799.2,1799.2,1799.2,3.0,29.0
2016-05-23,Actual,10560.978,10560.978,10560.978,10560.978,4.0,23.0
2016-05-24,Actual,277.756,277.756,277.756,277.756,2.0,12.0
2016-05-25,Actual,1311.97,1311.97,1311.97,1311.97,1.0,15.0
2016-05-26,Actual,1975.356,1975.356,1975.356,1975.356,6.0,58.0
2016-05-27,Actual,5305.078,5305.078,5305.078,5305.078,3.0,27.0
2016-05-28,Actual,2137.324,2137.324,2137.324,2137.324,5.0,56.0
2016-05-29,Actual,1063.185,1063.185,1063.185,1063.185,2.0,18.0
2016-05-30,Actual,8090.578,8090.578,8090.578,8090.578,10.0,109.0
2016-05-31,Actual,438.859,438.859,438.859,438.859,2.0,21.0
2016-06-02,Actual,157.844,157.844,157.844,157.844,2.0,19.0
2016-06-03,Actual,71.088,71.088,71.088,71.088,1.0,2.0
2016-06-04,Actual,2316.523,2316.523,2316.523,2316.523,3.0,38.0
2016-06-05,Actual,659.82,659.82,659.82,659.82,4.0,30.0
